Marca temporal,How much money have you used in-game?,SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ",Have you saved SQ/tickets for any servant in any X time?,What do you think about the state of the NA server?,What do you think about the NA pace compared to others servers?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Do you think Aniplex and DW care about the F2P NA player and fanbase?,Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none just skip the question),"Only if you do want to answer, are you female or male?","As last question, did you start with an SQ account, or rerolling to get a determined FIVE star servant? (reroll for 4* does not counts)",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ",Have you saved SQ/tickets for any servant in any X time?,What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none just skip the question),"Only if you do want to answer, are you female or male?","As last question, did you start with an SQ account, or rerolling to get a determined FIVE star servant? (reroll for 4* does not counts)",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ",Have you saved SQ/tickets for any servant in any X time?,What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none just skip the question),"Only if you do want to answer, are you female or male?","As last question, did you start with an SQ account, or rerolling to get a determined FIVE star servant? (reroll for 4* does not counts)",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ",Have you saved SQ/tickets for any servant in any X time?,What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none just skip the question),"Only if you do want to answer, are you female or male?","As last question, did you start with an SQ account, or rerolling to get a determined FIVE star servant? (reroll for 4* does not counts)",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ",Have you saved SQ/tickets for any servant in any X time?,What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none just skip the question),"Only if you do want to answer, are you female or male?","As last question, did you start with an SQ account, or rerolling to get a determined FIVE star servant? (reroll for 4* does not counts)",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ",Have you used more SQ than expected for one servant?,What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none just skip the question),"Only if you do want to answer, are you female or male?","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>500USD & <1000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>1001USD & <2000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>2001USD & <3000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>3001USD & <4000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>4001USD & <5000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>5000USD]","As last question, did you start with an SQ account, or rerolling to get a determined FIVE star servant? (reroll for 4* does not counts)"
16/02/2019 21:38:09,F2P,"Altera, Okita Souji",,,,,MHX,Mysterious Heroine X (Alter),,Jeanne D'arc [Alter],Yes,Between 12 and 15 months,6,Yes,"Good, DW and Aniplex are doing a good management of the NA server","Good, the content is released at a good pace",None,Yes,MHXA,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:38:17,F2P,Nero Claudius [Bride],Arjuna,Enkidu,,"Illyasviel von Einzbern, Merlin","Jack the Ripper, King Hassan",Mysterious Heroine X (Alter),Jeanne D'arc,,Yes,Between 6 and 12 months,9,Yes,"Bad, DW and Aniplex should do a better management of the NA server","Slow, the content should be released faster to catch up CN/JP",None,No,Illyasviel von Einzbern,Scheherazade,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:38:18,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon [Archer],Scathach,Queen Medb,"Zhuge Liang [El-Melloi II], Leonardo Da Vinci, Merlin",,Florence Nightingale,"Jeanne D'arc, Amakusa Shirou","Jeanne D'arc [Alter], Edmond Dantes",Yes,More than 15 months,12,Yes,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Auto-Play,"My Uomo Universale, Leonardo da Vinci!",Blackbeard,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:38:23,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Mordred, Ryougi Shiki","Orion, Artoria Pendragon [Archer]",Enkidu,Francis Drake,Merlin,"Jack the Ripper, Cleopatra",,Jeanne D'arc,,Yes,More than 15 months,14,Yes,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Auto-Play,Shiki,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:38:24,F2P,,,Scathach,,,,,Jeanne D'arc,,No,Between 6 and 12 months,11,No,"Not good not bad, DW and Aniplex could do better management of the NA server","Good, the content is released at a good pace",Both,No,Scathach,da vinci,Male,"Yes, I did reroll for a 5*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:38:28,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Nero Claudius [Bride], Ryougi Shiki","Artoria Pendragon [Archer], Ishtar","Scathach, Tamamo no Mae [Lancer]","Francis Drake, Queen Medb, Quetzalcoatl","Tamamo-no-mae, Xuanzang, Leonardo Da Vinci, Illyasviel von Einzbern, Merlin","Jack the Ripper, Shuten Douji, Cleopatra","Vlad III, Mysterious Heroine X (Alter)",,"Jeanne D'arc [Alter], Edmond Dantes",Yes,Between 6 and 12 months,,Yes,"Slow, the content should be released faster to catch up CN/JP","Not good not bad, DW and Aniplex could do better management of the NA server",Both,30,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:38:32,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred, Nero Claudius [Bride], Miyamoto Musashi","Gilgamesh, Orion, Nikola Tesla, Artoria Pendragon [Archer], Ishtar","Scathach, Brynhildr, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Francis Drake, Queen Medb, Iskandar, Ozymandias, Quetzalcoatl","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Illyasviel von Einzbern, Merlin","Jack the Ripper, MHX, Shuten Douji, King Hassan","Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō, Mysterious Heroine X (Alter)",Jeanne D'arc,Jeanne D'arc [Alter],Yes,More than 15 Months,54,Yes,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",None,Jeanne d'Arc Alter,edison,Male,"Yes, I did reroll for a 5*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:38:45,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orion, Ishtar","Scathach, Tamamo no Mae [Lancer], Enkidu",Francis Drake,"Tamamo-no-mae, Xuanzang, Merlin","Jack the Ripper, Cleopatra","Sakata Kintoki, Florence Nightingale",Jeanne D'arc,,Yes,Between 6 and 12 months,18,No,"Fast, the content should be released slower","Not good not bad, DW and Aniplex could do better management of the NA server",Both,Marie,Tie between gilles and geromino,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:38:48,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Nero Claudius [Bride]",,Scathach,Ozymandias,"Zhuge Liang [El-Melloi II], Xuanzang",MHX,Vlad III,,,No,More than 15 months,8,Yes,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",None,Meltlilith,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:38:50,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,,,Tamamo no Mae [Lancer],Francis Drake,"Tamamo-no-mae, Merlin",,,,,No,Between 6 and 12 months,4,Yes,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",NP Skip,Chloe,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:38:52,F2P,Miyamoto Musashi,"Orion, Artoria Pendragon [Archer]",Scathach,,,King Hassan,Cu Chulainn [Alter],Jeanne D'arc,,No,More than 15 months,6,Yes,"Not good not bad, DW and Aniplex could do better management of the NA server","Good, the content is released at a good pace",Both,Maybe,Musashi,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:38:54,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,Miyamoto Musashi,,,,Zhuge Liang [El-Melloi II],,Florence Nightingale,Jeanne D'arc,,Yes,Between 6 and 12 months,4,Yes,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",None,Musashi,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:38:54,F2P,"Altera, Okita Souji",,,Ozymandias,,King Hassan,"Vlad III, Cu Chulainn [Alter]",Jeanne D'arc,Edmond Dantes,No,More than 15 months,9,Yes,"Good, DW and Aniplex are doing a good management of the NA server","Good, the content is released at a good pace",Auto-Play,Yes,Edmond Dantes,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:39:28,F2P,"Artoria Pendragon, Okita Souji",,Karna,Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Leonardo Da Vinci",,"Sakata Kintoki, Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō",,,No,More than 15 months,12,Yes,"Not good not bad, DW and Aniplex could do better management of the NA server","Slow, the content should be released faster to catch up CN/JP",NP Skip,Maybe,KINTOKI!!!!!!,None...,Female,"Yes, I did reroll for a 5*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:39:37,301USD and onwards but less than 501 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Mordred, Nero Claudius [Bride], Ryougi Shiki, Miyamoto Musashi","Gilgamesh, Orion, Arjuna, Ishtar","Scathach, Karna, Tamamo no Mae [Lancer], Enkidu","Queen Medb, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci, Merlin","Shuten Douji, Cleopatra","Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō, Mysterious Heroine X (Alter)",Jeanne D'arc,"Jeanne D'arc [Alter], Edmond Dantes",Yes,Between 12 and 15 months,32,Yes,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Both,Jalter,Normal Liz,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:39:38,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,"Mordred, Nero Claudius [Bride]",Arjuna,Scathach,"Francis Drake, Iskandar",Zhuge Liang [El-Melloi II],,Minamoto no Raikō,Jeanne D'arc,Edmond Dantes,No,More than 15 months,11,Yes,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",None,Okita Alter,,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:39:57,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,"Altera, Okita Souji, Miyamoto Musashi","Gilgamesh, Ishtar","Scathach, Tamamo no Mae [Lancer]",Francis Drake,"Xuanzang, Illyasviel von Einzbern",,Minamoto no Raikō,,Jeanne D'arc [Alter],Yes,More than 15 months,14,Yes,"Slow, the content should be released faster to catch up CN/JP","Not good not bad, DW and Aniplex could do better management of the NA server",Both,Minamoto no Raikou [Lancer],Arthur Pendragon,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:39:58,F2P,Miyamoto Musashi,,,,Merlin,Cleopatra,"Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,,Yes,Between 12 and 15 months,6,Yes,"Not good not bad, DW and Aniplex could do better management of the NA server","Good, the content is released at a good pace",None,Maybe,Cleopatra (My god those legs can moonwalk over me) ,Hated servant? blasphemy ,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:40:00,F2P,Mordred,Orion,Enkidu,Iskandar,,,Vlad III,Jeanne D'arc,,No,More than 15 months,6,Yes,"Good, DW and Aniplex are doing a good management of the NA server","Good, the content is released at a good pace",NP Skip,Maybe,Mordred,Ishtar,Male,"Yes, I did reroll for a 5*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:40:02,F2P,Miyamoto Musashi,,,,,,Mysterious Heroine X (Alter),,,No,Between 1 and 3 months,2,Yes,"Not good not bad, DW and Aniplex could do better management of the NA server","Good, the content is released at a good pace",None,Yes,Miyamoto Musashi ,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:40:43,F2P,,Ishtar,Artoria Pendragon [Lancer],Queen Medb,"Tamamo-no-mae, Merlin",,Vlad III,,Jeanne D'arc [Alter],Yes,Between 6 and 12 months,7,Yes,"Bad, DW and Aniplex should do a better management of the NA server","Slow, the content should be released faster to catch up CN/JP",Both,No,Artoria Pendragon,Scheherazade,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:40:44,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Karna, Artoria Pendragon [Lancer]","Francis Drake, Ozymandias","Tamamo-no-mae, Xuanzang",King Hassan,,,,No,Between 6 and 12 months,7,Yes,"Slow, the content should be released faster to catch up CN/JP","Good, DW and Aniplex are doing a good management of the NA server",Auto-Play,Heracles,,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:41:04,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Miyamoto Musashi","Orion, Nikola Tesla, Artoria Pendragon [Archer]","Scathach, Karna",Ozymandias,"Zhuge Liang [El-Melloi II], Xuanzang, Merlin",King Hassan,"Vlad III, Cu Chulainn [Alter], Minamoto no Raikō",,Jeanne D'arc [Alter],Yes,More than 15 months,22,Yes,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,Musashi,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:41:16,F2P,"Artoria Pendragon, Mordred, Ryougi Shiki",Ishtar,,,"Zhuge Liang [El-Melloi II], Xuanzang",Jack the Ripper,Minamoto no Raikō,,,No,More than 15 months,8,Yes,"Not good not bad, DW and Aniplex could do better management of the NA server","Good, the content is released at a good pace",NP Skip,Maybe,Robin hood,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:41:21,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Nero Claudius [Bride], Miyamoto Musashi","Artoria Pendragon [Archer], Ishtar","Karna, Tamamo no Mae [Lancer], Enkidu","Ozymandias, Quetzalcoatl","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Leonardo Da Vinci, Merlin","Jack the Ripper, Shuten Douji, Cleopatra, King Hassan","Vlad III, Florence Nightingale, Minamoto no Raikō, Mysterious Heroine X (Alter)",Amakusa Shirou,,Yes,More than 15 months,32,Yes,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Both,Tamamo,Mephistopheles,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:41:22,F2P,Mordred,,,,Merlin,Cleopatra,Florence Nightingale,Jeanne D'arc,,No,Between 3 and 6 months,5,No,"Good, DW and Aniplex are doing a good management of the NA server","Good, the content is released at a good pace",Auto-Play,Yes,Ozymandias,Sanzang,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:41:25,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,Ryougi Shiki,Arjuna,"Karna, Enkidu",,Zhuge Liang [El-Melloi II],,Vlad III,,,Yes,Between 6 and 12 months,7,Yes,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,Gligamesh ,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:41:31,F2P,"Artoria Pendragon, Altera",,,,,,,,,No,More than 15 months,2,Yes,"Good, DW and Aniplex are doing a good management of the NA server","Good, the content is released at a good pace",Both,Maybe,Ereshkigal,,Male,"Yes, I did reroll for a 5*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:41:32,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,Miyamoto Musashi,,,Ozymandias,Tamamo-no-mae,,,,Jeanne D'arc [Alter],Yes,Between 6 and 12 months,4,Yes,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",NP Skip,Medea,,Male,"Yes, I did start with a SQ account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:41:53,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Between 6 and 12 months,0,Yes,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Auto-Play,Scathach,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:41:56,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,Nero Claudius [Bride],,,"Francis Drake, Ozymandias","Tamamo-no-mae, Merlin",Cleopatra,Mysterious Heroine X (Alter),,Jeanne D'arc [Alter],Yes,More than 15 months,8,Yes,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Both,Mysterious Heroine XX,Fionn,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:42:00,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,"Altera, Mordred, Nero Claudius [Bride]",,Scathach,"Iskandar, Ozymandias",Illyasviel von Einzbern,"Jack the Ripper, MHX","Florence Nightingale, Minamoto no Raikō",,Jeanne D'arc [Alter],No,More than 15 months,13,Yes,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Auto-Play,Raikou,Astolfo,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:42:06,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred, Nero Claudius [Bride], Miyamoto Musashi","Arjuna, Ishtar",Artoria Pendragon [Lancer],"Francis Drake, Queen Medb, Ozymandias","Zhuge Liang [El-Melloi II], Xuanzang, Merlin","Jack the Ripper, MHX, Shuten Douji","Vlad III, Florence Nightingale, Minamoto no Raikō, Mysterious Heroine X (Alter)",Jeanne D'arc,Jeanne D'arc [Alter],Yes,More than 15 months,33,No,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Auto-Play,Void Shiki,,Prefer not to say,"Yes, I did reroll for a 5*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:42:12,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,"Orion, Arjuna, Ishtar","Karna, Enkidu",Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Merlin","Jack the Ripper, Shuten Douji",Florence Nightingale,Jeanne D'arc,,No,More than 15 months,17,Yes,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",NP Skip,Shuten Douji,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:42:12,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,,,Enkidu,Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",Jack the Ripper,"Vlad III, Minamoto no Raikō",Jeanne D'arc,Edmond Dantes,Yes,More than 15 months,10,Yes,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",None,Tamamo no mae,Orion,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:42:18,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera","Gilgamesh, Arjuna","Karna, Artoria Pendragon [Lancer]",Francis Drake,"Zhuge Liang [El-Melloi II], Merlin",,Vlad III,,"Jeanne D'arc [Alter], Edmond Dantes",No,Between 12 and 15 months,12,No,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Both,Musashi,Rider of Resistance,Male,"Yes, I did start with a SQ account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:42:23,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cu Chulainn [Alter],,,Yes,Between 6 and 12 months,8,Yes,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",None,Cu Chulainn,Boudica,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 21:42:29,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,"Orion, Artoria Pendragon [Archer]",Scathach,Quetzalcoatl,"Zhuge Liang [El-Melloi II], Tamamo-no-mae","Jack the Ripper, MHX",Vlad III,,,Yes,More than 15 months,17,Yes,"Slow, the content should be released faster to catch up CN/JP","Good, DW and Aniplex are doing a good management of the NA server",None,Medusa,Merlin,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
